"RecID";"FullName";"GD";"CalculatedDate";"BirthDate";"Description";"Mobile";"Landline";"Email";"dpadirectmailingoptoutcode";"dpaemailoptoutcode";"dpatelephonecommunicationoptoutcode";"titleCode";"SourceName";"SourceLayerName";"tmp_RuleConditionMet";"tmp_PreviousRuleConditionMet";"tmp_PreviousRuleCodeLA";"tmp_RuleCodeLA";"DQM_Score";"DQM_GlobalRecordID";"DQM_RecordID";"DQM_RecordScore";"DQM_RecordExplanation";"DQM_RuleCodesApplied";"DQM_RuleCodesAppliedLA";"DQM_RuleCodesAppliedLAGuid";"DQM_RuleCodesAppliedMappings";"DQM_RuleCodesAppliedForFilter";"DQM_RuleCodesAppliedLAForFilter";"DQM_RuleCodesAppliedLAFiltered";"DQM_RuleCodesFailed";"DQM_RuleCodesFailedLA";"Ex_BeginAggregation"
28;"Turnley Denae Mr";;"1971-03-27";"1971-03-28";"SMID:123456";"+447a01211963";"44-745-553-2785";"smith.john@gmail.com";;"4";;"Z046";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:28";"28";16;"COLUMN_NOT_POPULATED(GD)INVALID_MOBILE_PHONE_SYNTAX-(1) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"1951a1ac-91b6-4dcd-9fef-033cbd17ec15 3bfe9461-1b49-4afe-b8ce-2025cc4c9246 555a28ec-fb12-41d6-925b-d91b3b0ee1fa df1135fe-5794-47d3-9e53-88e5696449a8";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1 2";"1.GD 2.Mobile";
29;"Mrs Jehlicka Lorenza";;"1953-06-22";"1953-06-23";;"447700 900696 , +447a01211963";"44-765-556-3646, 44-715-559-2709";;"4";"3";"2";"Z049";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:29";"29";22;"COLUMN_NOT_POPULATED(GD)NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) INVALID_MOBILE_PHONE_SYNTAX-(3) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"3867f8af-088b-4cf3-b5db-ceead62e11ed 6df091db-6802-4c03-872e-cdd63f401d93 f47f0671-7043-40db-82cf-a26f88093724 67d77ce5-b14c-401a-b449-a84b8025d6a2";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1 2";"1.GD 2.Mobile";
45;"Ms. Maryln Kishimoto";;;;"07801211963";"44 7700 900028";"44-795-552-6507";"john.smith@gmail.com";"2";"1";"2";"Z046";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:45";"45";24;"COLUMN_NOT_POPULATED(GD)NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) NOT_CORRECT_START_OF_MOBILE_PHONE-(3) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"d3a77319-486e-40a0-b826-a10af55a0455 0d7f89e5-e060-4b96-b811-8be140695f88 0347ef08-7478-4285-8b2e-45fe86aadf6f b3b9787e-0ae3-4e1f-aa77-efc1c8a7e9e2";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1 2";"1.GD 2.Mobile";
47;"Penalver Margarite";;"1960-09-15";"1960-09-16";;"447700 900696 , +447a01211963";"44-735-551-7456";"john.will.smith@gmail.com";"4";"4";"1";"Z050";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:47";"47";22;"COLUMN_NOT_POPULATED(GD)NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) INVALID_MOBILE_PHONE_SYNTAX-(3) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"c8db484a-1b9d-48b6-a947-c33577bfb133 68692061-bf15-40c5-80be-3587e1c456d8 5c408ff5-78e2-416f-89a9-98cd04e610a5 ffad22f6-dbdf-428d-83a1-e97560793212";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1 2";"1.GD 2.Mobile";
50;"Tomas Kloberdanz Mr";;"1956-05-15";"1956-05-16";;"447700 900696 , +447a01211963";"44-715-559-0679 44-775-558-4131";;"1";"4";"1";;"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:50";"50";22;"COLUMN_NOT_POPULATED(GD)NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) INVALID_MOBILE_PHONE_SYNTAX-(3) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"86996ebf-1619-40c2-9e28-33eb0168e45f 1df87b08-7e6f-46d0-99e3-bc327a00ac63 1b998147-a902-4de7-a54f-6ca57a505f69 6abfab02-9685-4c50-a0c7-866efa90d5b4";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1 2";"1.GD 2.Mobile";
51;"Ms. Keesha Bonanni";;"2003-12-06";"2003-12-06";"07801211963";"447700 900696 , +447a01211963";"44-715-551-9922";"dr.john.smith@gmail.c";"1";"4";"3";;"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:51";"51";22;"COLUMN_NOT_POPULATED(GD)NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) INVALID_MOBILE_PHONE_SYNTAX-(3) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"b740af32-2b94-4ea7-acfb-e7951230fb46 52ff9533-1b52-4f30-bc2d-bc924c56489c bf6d9a5a-0a0d-4971-8a74-5b65f21dd95c 10e7552c-64ab-4dc5-bf7b-7bc0bc6e0407";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1 2";"1.GD 2.Mobile";
52;"Daniel Right Mr";;"2003-12-06";"2003-12-06";;"447700 900696 , +447a01211963";"44-775-551-0928";"jane.watson@gmail.com";"1";"3";"3";"Z046";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:52";"52";22;"COLUMN_NOT_POPULATED(GD)NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) INVALID_MOBILE_PHONE_SYNTAX-(3) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"f76729e3-9f20-4ff1-95c0-12106d12c086 828e3147-7e8d-4348-ad1b-0fd60733a3fa 04e96f56-ce46-4181-a5bc-c516647907ff da784377-087a-4e65-8451-05bade1db25f";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1 2";"1.GD 2.Mobile";
54;"Mr. Teodora Ramagano";;"01\01\1998";"01\01\1998";;"+447a01211963";"44-715-550-2445";"john.smith@.com";"3";"4";"2";"Z050";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:54";"54";16;"COLUMN_NOT_POPULATED(GD)INVALID_MOBILE_PHONE_SYNTAX-(1) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"c43efd1d-6fa8-4991-92e1-2f6b74e42e99 afa31fb3-4d34-4811-a770-6b3e363f6e82 ede6dcaf-c695-4a9f-99ce-7244fe2ddd0a 24cdca1e-4ed8-4d0d-aa1f-ab09bf8cc057";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1 2";"1.GD 2.Mobile";
56;"Halpain Vania Ms";;"2003-12-06";"2003-12-06";;"+447801211963";"44-775-552-5239";"john.w.smith@gmail.com";"4";"4";"2";"Z021";"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:56";"56";10;"COLUMN_NOT_POPULATED(GD)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"f8a67233-ea27-49c3-bb75-de0c44a7a73c f1997031-2919-4424-b64c-12216929579b 92ebceb9-9af4-41e8-bb90-5e371ce8f7c7 0687de22-2c46-4c13-94d0-c2c84c7001a7";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1";"1.GD";
57;"Lebrecht Jacinto Mr";;"1933-09-01";"1933-09-00";;"44 7700 900561";"44-775-554-3661";"john.will.smith@gmail.com";"4";"2";"1";;"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:57";"57";24;"COLUMN_NOT_POPULATED(GD)NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) NOT_CORRECT_START_OF_MOBILE_PHONE-(3) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"e935acc1-52f1-4dc5-bca5-3f6ef49c4337 3e2ada11-e85b-47f2-b699-5ce7e6120a01 e43c74ff-b62c-4095-bb0f-74ddfc5a957e b37d6a8e-e4cf-455f-afb4-d6d935145dd9";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1 2";"1.GD 2.Mobile";
58;"Rebecca May";;"01\01\1998";"01\01\1998";;"+447a01211963";"44-775-558-4131 44-775-558-4131";"smith.john@gmail.com";"2";"4";"1";;"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:58";"58";16;"COLUMN_NOT_POPULATED(GD)INVALID_MOBILE_PHONE_SYNTAX-(1) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"1a0186f3-a7d2-47fa-8427-36dc073d20eb 536c8ca2-f066-4ac7-96e1-85f2ab4cdcd5 863fcf87-95c7-409b-811a-3d4a6472b94e 5262986b-5407-4b6e-8ed6-34348416f628";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1 2";"1.GD 2.Mobile";
59;"Jeanett Dicecco Mrs";;"2001.07.01";"2001.07.01";;"+447801211963";"44-735-551-2978";;"3";"2";"1";"Z046";"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:59";"59";10;"COLUMN_NOT_POPULATED(GD)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"902c7870-c875-42e5-8058-3d4465d94fdf 7ead81ff-4099-4698-9661-abefe3bbdb6c 53f23c88-2279-49b3-9d77-e6cdd86c559d 43547a54-5223-43d6-87fb-89a2d95399ba";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1";"1.GD";
63;"MR. Rolff Kellye";;"1905-06-02";"1905-06-03";;"+447a01211963";"44-755-552-8359";"jane.watson@gmail.com";;;;"Z021";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:63";"63";16;"COLUMN_NOT_POPULATED(GD)INVALID_MOBILE_PHONE_SYNTAX-(1) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"b77e8335-e0a9-4788-b38d-f20ea23ef2c9 0ce565f0-ceed-4899-bc7f-289d8695b1cd 81f7694d-77bc-411a-97c7-1e401121e18a cf5054ce-293b-49cf-b6cd-35abd34180c0";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1 2";"1.GD 2.Mobile";
65;"Zoll Kelvin";;"01\01\1998";"01\01\1998";;"44 7700 900561";"44-795-557-8320";"john.smith@gmail.com";;;;;"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:65";"65";24;"COLUMN_NOT_POPULATED(GD)NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) NOT_CORRECT_START_OF_MOBILE_PHONE-(3) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"24d977d5-de6c-47ce-a63b-5ed90ceba704 00b00111-2812-4777-9571-5701fe93f3dd b7f099c9-9b99-40e0-8f9d-524804313bc6 5d14cd73-844f-4b41-bfd5-d5996b1a9673";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1 2";"1.GD 2.Mobile";
78;"Stoneman Willa";;"2001.07.01";"2001.07.01";;"+447801211963";"44-765-557-6880";"smith.john@gmail.com";"1";"4";"1";"Z050";"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:78";"78";10;"COLUMN_NOT_POPULATED(GD)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"d1619758-f984-483c-84dd-5a06eab4f8d6 d737366c-db3e-436d-823d-f3acb30e2245 3503b204-4a07-4da2-90b2-304af7cd328d d6cd4410-a212-4992-97cf-7cfffbcb8e62";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1";"1.GD";
86;"Mr Peter Jenkins";;"2003-12-06";"2003-12-06";;"+447a01211963";"44-775-550-0270";"jane.watson@gmail.com";"2";"4";"1";"Z050";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:86";"86";16;"COLUMN_NOT_POPULATED(GD)INVALID_MOBILE_PHONE_SYNTAX-(1) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"482178c2-6ae8-4c7b-a462-f248f257817d 81e0f370-2e5f-4aa5-a489-0c5049fcfa4b b60570c3-4f7c-4895-b852-a1c7787bb410 020f5931-70d6-4974-9094-4e0a5158a33e";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1 2";"1.GD 2.Mobile";
89;"Mr Denver Rotty";;"NULL";"NULL";;"+447a01211963";"44-765-558-4808,44-765-558-4808";"john.w.smith@gmail.com";;;;;"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:89";"89";16;"COLUMN_NOT_POPULATED(GD)INVALID_MOBILE_PHONE_SYNTAX-(1) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"1235ac8c-3348-43dc-81e1-04da57ac0421 b8545860-4831-4e7d-996b-21628527508a 388af184-7410-412c-bfee-fb7c39271c97 b3f60d36-d749-404e-abae-135c58cee0f9";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1 2";"1.GD 2.Mobile";
92;"Mr Loren Sowinski";;"2001.07.01";"2001.07.01";;"+447801211963";"44-775-556-3227";;;;;"Z050";"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:92";"92";10;"COLUMN_NOT_POPULATED(GD)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"208b4c11-2a24-4c1d-838e-540d7b96b835 1655eb7f-2eae-438d-afc1-76218c4fe5c9 d5d7bdf7-ace0-4d60-9827-129dfbb73d62 7d82182b-8dfa-4734-b815-dde14c82f9d0";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1";"1.GD";
93;"Ms Sauber Candis";;"2001.07.01";"2001.07.01";;"+447a01211963, 44 7700 900005";"44-755-550-1466 44-775-558-4131";;;;;"Z051";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:93";"93";25;"COLUMN_NOT_POPULATED(GD)INVALID_MOBILE_PHONE_SYNTAX-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) NOT_CORRECT_START_OF_MOBILE_PHONE-(3) NOT_CORRECT_START_OF_MOBILE_PHONE-(4) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"77eb0518-3a44-4298-8242-feeda154a524 803547a0-4924-4622-9bca-51cd7914c674 39adb49c-e0ab-4bcd-9815-ee79e1b31f7c 18987a94-37e6-467b-815c-620cfde6bd33";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1 2";"1.GD 2.Mobile";
95;"Mrs Valorie Finnel";;"2001.07.01";"2001.07.01";;"+447801211963";"44-755-552-9595";;;;;;"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:95";"95";10;"COLUMN_NOT_POPULATED(GD)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"1bfa0b15-91e9-4ef3-bb67-d65471ec34af 2cf4fbb5-5968-492c-a49a-b2062206dbe1 0f3f8aad-aabb-4386-b82c-d4417de96ce7 1314ac47-f664-45ad-901e-b650fc8306cf";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.Mobile*2.Mobile";"1";"1.GD";
34;"Aleshia Kaszton";"f";"1968-12-10";"1968-12-11";;"44 7700 900059,44 7700 900059";"44-725-550-0862 44-715-554-8750";"john.smith@gmail.com";"3";"4";"2";;"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:34";"34";23;"NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) NOT_CORRECT_START_OF_MOBILE_PHONE-(3) NOT_CORRECT_START_OF_MOBILE_PHONE-(4) NOT_CORRECT_START_OF_MOBILE_PHONE-(5) NOT_CORRECT_START_OF_MOBILE_PHONE-(6) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"c928c328-b6a6-4283-af7d-00f1d5333ca0 868d4e5a-ba98-42ba-96d0-a4e27c38e706 2b20eeca-083e-4a58-9519-ef95d0ec382b 3b9c9ed1-cf8b-44eb-9108-3c455cdeb6e4";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"2";"2.Mobile";
35;"Carline McPheron";"f";"N/A";"N/A";;"+447a01211963";"44-745-555-4092";"john.w.smith@gmail.com";"1";"4";"4";;"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:35";"35";6;"INVALID_MOBILE_PHONE_SYNTAX-(1) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"fd58fbc8-ceb4-4f53-8504-4c65cb64a0c2 bd0950d1-043b-4ad1-b4e8-aa27a8f588fd 73657a4b-d9b5-4aec-b042-a7206e0c7fa5 14ce8952-b4ac-4ead-837f-6cb77f7a5416";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"2";"2.Mobile";
36;"Aguila Ammie";"f";"1949-03-13";"1949-03-14";"07801211963";"+447801211963";"44-715-559-5489";"john.will.smith@gmail.com";"4";"4";"2";"title";"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:36";"36";0;;"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"650874c7-3206-45c7-be67-c44e157d44cd 4823e1ce-74f7-45df-916e-de45af15f6bf a3434faa-de4a-4d6d-ab5d-0749af51945d 6de3b2d3-cba9-4a0f-a4ca-9c79ada67ab7";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";;;
38;"Esteban Foussell";"male";"1972-09-00";"1972-09-01";;"+447801211963";"44-795-553-9707 44-715-554-8750";;"2";"4";"1";"Z049";"CRM";"CustomerTable";true;;;"2.Mobile";;"CRM:CustomerTable:38";"38";5;"INVALID_GENDER_VALUE(GD)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"a6cd5a00-0e23-4f9f-af58-6ad18074114c 8a5a7e2d-eb7e-42ce-9891-2775de6c9097 285f5dfc-5ca6-4c39-bb6a-3c53c4f70035 86e6d490-e208-4417-bf17-705b90803e8c";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"4";"4.GD";
39;"Tryninewski Honey";"f";"1978-07-20";"1978-07-21";"SMID:123456";"44 7700 900556";"44-775-552-0522";;"3";"2";"1";"Z050";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:39";"39";14;"NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) NOT_CORRECT_START_OF_MOBILE_PHONE-(3) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"2ebfac13-1925-4976-bbdc-7d7bbaad8403 c48b2159-41ab-451c-92d4-d85695e76c2c 6f560f96-3fe4-4a63-b0fb-382356041e8b 2c2c0ebb-ddd9-4c0a-b9ec-bee62631459a";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"2";"2.Mobile";
40;"Edythe Hodgen";"M";"1992-06-15";"1992-06-16";;"447700 900696 , +447a01211963";"44-795-552-0034";;"3";"2";"3";"Z051";"CRM";"CustomerTable";false;;;"2.Mobile";;"CRM:CustomerTable:40";"40";12;"NOT_CORRECT_START_OF_MOBILE_PHONE-(1) NOT_CORRECT_START_OF_MOBILE_PHONE-(2) INVALID_MOBILE_PHONE_SYNTAX-(3) INVALID_MOBILE_NUMBER_STRUCTURE(Mobile)";"1 4 1 2";"1.GD 4.GD 1.Mobile 2.Mobile";"bf02a6d7-455a-4c71-84e4-556990b2cb3c 51ebc0cc-dfb0-4623-ac5c-c08049d0e1ef 29976172-2744-49e8-bfda-7433f2b6ea54 e07b5757-72d0-465f-bb09-8dbd492a1293";"1:GD:Rule_Attribute_1.GD 4:GD:Rule_Attribute_1.GD 1:Mobile:Rule_Attribute_1.Mobile 2:Mobile:Rule_Attribute_1.Mobile";"1*4 1*2";"1.GD*4.GD 1.Mobile*2.Mobile";"1.GD*4.GD 1.Mobile*2.Mobile";"2";"2.Mobile";
